valid_time,latitude,longitude,number,expver,t2m,d2m,u10,v10,tp
2025-03-01 12:00:00,22.5,102.0,0,0001,296.59155,285.62012,0.675354,2.1167603,0.0
2025-03-01 12:00:00,22.5,102.25,0,0001,297.66577,286.12012,-0.51116943,1.7671509,0.0
2025-03-01 12:00:00,22.5,102.5,0,0001,297.22827,286.15137,-0.26409912,1.753479,0.0
2025-03-01 12:00:00,22.5,102.75,0,0001,297.79858,284.95996,0.61676025,1.5601196,0.0
2025-03-01 12:00:00,22.5,103.0,0,0001,299.24,283.96387,0.28375244,1.6343384,0.0
2025-03-01 12:00:00,22.5,103.25,0,0001,297.7185,285.62402,-0.13031006,1.769104,0.0
2025-03-01 12:00:00,22.5,103.5,0,0001,296.91772,287.68262,-0.25238037,1.5698853,0.0
2025-03-01 12:00:00,22.5,103.75,0,0001,296.33374,287.667,-0.63031006,1.3374634,0.0
2025-03-01 12:00:00,22.5,104.0,0,0001,295.74,291.54004,-1.9848022,0.66656494,0.0
2025-03-01 12:00:00,22.5,104.25,0,0001,294.41968,291.4287,-1.9838257,0.6655884,0.0
2025-03-01 12:00:00,22.5,104.5,0,0001,294.1267,290.93262,-1.2924194,0.8999634,4.7683716e-07
2025-03-01 12:00:00,22.5,104.75,0,0001,294.51733,290.98145,-0.37542725,1.394104,0.0
2025-03-01 12:00:00,22.5,105.0,0,0001,294.57397,291.05957,0.010314941,1.7271118,0.0
2025-03-01 12:00:00,22.5,105.25,0,0001,294.8689,291.3213,0.015197754,1.7085571,0.0
2025-03-01 12:00:00,22.5,105.5,0,0001,294.27124,291.47754,-0.09515381,1.5679321,2.861023e-06
2025-03-01 12:00:00,22.5,105.75,0,0001,293.89624,291.3916,0.40093994,1.8042603,8.583069e-06
2025-03-01 12:00:00,22.5,106.0,0,0001,294.45483,291.69434,0.675354,2.5083618,7.6293945e-06
2025-03-01 12:00:00,22.5,106.25,0,0001,295.21265,291.94824,0.6694946,3.190979,3.33786e-06
2025-03-01 12:00:00,22.5,106.5,0,0001,295.69702,292.0869,0.75445557,3.7505493,0.0
2025-03-01 12:00:00,22.5,106.75,0,0001,295.96265,292.04395,0.76031494,3.9351196,0.0
2025-03-01 12:00:00,22.5,107.0,0,0001,296.42163,292.09082,0.6626587,4.0386353,4.7683716e-07
2025-03-01 12:00:00,22.5,107.25,0,0001,296.51147,292.0205,0.3970337,3.831604,1.4305115e-06
2025-03-01 12:00:00,22.5,107.5,0,0001,296.29858,291.7119,-0.44476318,3.7798462,1.4305115e-06
2025-03-01 12:00:00,22.5,107.75,0,0001,295.7107,291.83105,-1.402771,4.3257446,9.536743e-07
2025-03-01 12:00:00,22.5,108.0,0,0001,294.66187,291.6338,-1.8041382,4.9282837,4.7683716e-07
2025-03-01 12:00:00,22.5,108.25,0,0001,294.3103,291.24902,-1.7133179,5.477112,0.0
2025-03-01 12:00:00,22.5,108.5,0,0001,294.73608,291.2041,-0.89398193,5.5894165,0.0
2025-03-01 12:00:00,22.5,108.75,0,0001,295.23608,290.90527,0.04449463,5.081604,0.0
2025-03-01 12:00:00,22.5,109.0,0,0001,295.9314,291.30957,0.29156494,4.626526,0.0
2025-03-01 12:00:00,22.5,109.25,0,0001,296.5642,291.9287,0.03277588,4.5493774,0.0
2025-03-01 12:00:00,22.5,109.5,0,0001,296.75757,292.27832,-0.56292725,4.4292603,0.0
2025-03-01 12:00:00,22.5,109.75,0,0001,296.53296,292.18848,-1.2797241,4.659729,0.0
2025-03-01 12:00:00,22.5,110.0,0,0001,296.07593,291.88574,-1.9525757,4.9448853,0.0
2025-03-01 12:00:00,22.25,102.0,0,0001,297.19507,285.91895,0.6187134,1.9292603,0.0
2025-03-01 12:00:00,22.25,102.25,0,0001,297.865,285.6494,0.30230713,1.9810181,0.0
2025-03-01 12:00:00,22.25,102.5,0,0001,298.18726,287.15918,-0.16546631,1.6333618,0.0
2025-03-01 12:00:00,22.25,102.75,0,0001,299.8767,285.7295,0.57281494,1.3706665,0.0
2025-03-01 12:00:00,22.25,103.0,0,0001,301.49585,284.46387,0.13433838,1.0718384,0.0
2025-03-01 12:00:00,22.25,103.25,0,0001,299.8982,286.17285,-0.31195068,1.2095337,0.0
2025-03-01 12:00:00,22.25,103.5,0,0001,298.60718,287.55566,-0.19085693,1.3999634,0.0
2025-03-01 12:00:00,22.25,103.75,0,0001,297.91577,286.28418,0.062072754,1.4019165,0.0
2025-03-01 12:00:00,22.25,104.0,0,0001,295.72437,289.3916,-1.2611694,0.94195557,0.0
2025-03-01 12:00:00,22.25,104.25,0,0001,295.54663,292.8252,-1.802185,0.017150879,0.0
2025-03-01 12:00:00,22.25,104.5,0,0001,295.45874,292.25293,-1.246521,0.22418213,0.0
2025-03-01 12:00:00,22.25,104.75,0,0001,296.0935,292.23535,-0.80218506,1.0317993,0.0
2025-03-01 12:00:00,22.25,105.0,0,0001,296.12085,292.2998,-0.4232788,1.3726196,0.0
2025-03-01 12:00:00,22.25,105.25,0,0001,295.8357,292.28223,-0.6605835,1.3032837,1.9073486e-06
2025-03-01 12:00:00,22.25,105.5,0,0001,295.01538,292.31152,-0.8578491,1.4292603,6.67572e-06
2025-03-01 12:00:00,22.25,105.75,0,0001,294.45874,292.10254,-0.168396,1.7485962,1.6212463e-05
2025-03-01 12:00:00,22.25,106.0,0,0001,294.52124,291.92285,0.644104,2.6958618,5.722046e-06
2025-03-01 12:00:00,22.25,106.25,0,0001,295.25757,292.1748,0.55133057,3.3599243,1.9073486e-06
2025-03-01 12:00:00,22.25,106.5,0,0001,295.57007,292.21582,0.5532837,3.7817993,0.0
2025-03-01 12:00:00,22.25,106.75,0,0001,295.85132,292.1787,0.54644775,3.90094,0.0
2025-03-01 12:00:00,22.25,107.0,0,0001,296.06226,292.0498,0.46929932,3.93219,0.0
2025-03-01 12:00:00,22.25,107.25,0,0001,296.12866,291.86816,0.18121338,3.77594,0.0
2025-03-01 12:00:00,22.25,107.5,0,0001,295.85327,291.56152,-0.6576538,3.7329712,1.4305115e-06
2025-03-01 12:00:00,22.25,107.75,0,0001,294.74,291.66504,-1.583435,3.815979,4.7683716e-07
2025-03-01 12:00:00,22.25,108.0,0,0001,293.67358,291.47168,-1.9525757,4.407776,0.0
2025-03-01 12:00:00,22.25,108.25,0,0001,293.62866,291.40527,-1.2904663,4.5689087,0.0
2025-03-01 12:00:00,22.25,108.5,0,0001,294.14624,291.42285,-0.45257568,4.715393,4.7683716e-07
2025-03-01 12:00:00,22.25,108.75,0,0001,294.61694,291.3994,0.25933838,4.208557,0.0
2025-03-01 12:00:00,22.25,109.0,0,0001,295.45288,291.69043,0.3189087,3.9380493,0.0
2025-03-01 12:00:00,22.25,109.25,0,0001,296.08765,292.30176,-0.12347412,3.9429321,0.0
