latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
21.1787,105.2228,302.2,2.5,1.5,2015-01-01,0411,Terra,MODIS,51,6.2,290.8,13.6,D,0
22.1141,104.9583,307.9,2.3,1.5,2015-01-01,0411,Terra,MODIS,66,6.2,289.3,26.9,D,0
21.3539,105.7579,302.9,2.7,1.6,2015-01-01,0411,Terra,MODIS,54,6.2,292.4,17,D,0
21.6968,103.0861,318.7,1.7,1.3,2015-01-01,0411,Terra,MODIS,79,6.2,291.9,35.2,D,0
21.6998,103.0696,309.5,1.7,1.3,2015-01-01,0411,Terra,MODIS,69,6.2,292.6,19.3,D,0
21.1776,105.2043,302.3,2.5,1.5,2015-01-01,0411,Terra,MODIS,25,6.2,290.6,11.9,D,0
21.183,105.2004,303.9,2.5,1.5,2015-01-01,0411,Terra,MODIS,57,6.2,290.9,17.6,D,0
19.4374,105.6457,302.5,2.9,1.6,2015-01-01,0412,Terra,MODIS,52,6.2,291.5,17.8,D,0
13.7156,109.0486,306.7,2.9,1.6,2015-01-01,0539,Aqua,MODIS,48,6.2,290.4,22.8,D,0
13.0949,107.5584,318.3,3.8,1.8,2015-01-01,0539,Aqua,MODIS,75,6.2,295.6,84.7,D,0
13.1011,107.5924,310.3,3.8,1.8,2015-01-01,0539,Aqua,MODIS,57,6.2,294.7,39,D,0
13.1011,107.5526,311.2,3.8,1.8,2015-01-01,0539,Aqua,MODIS,42,6.2,295.1,41,D,0
13.0033,107.6547,307.7,3.8,1.8,2015-01-01,0539,Aqua,MODIS,41,6.2,295.4,26.1,D,0
13.2048,107.7012,315.3,3.7,1.8,2015-01-01,0539,Aqua,MODIS,53,6.2,290.9,54.3,D,0
13.2128,107.7068,318.8,3.7,1.8,2015-01-01,0539,Aqua,MODIS,72,6.2,290,73.1,D,0
13.117,107.7261,312.2,3.7,1.8,2015-01-01,0539,Aqua,MODIS,49,6.2,292.5,37.7,D,0
21.5019,107.7142,310,2.5,1.5,2015-01-01,0541,Aqua,MODIS,69,6.2,294.8,30.1,D,0
21.5078,107.7199,306.1,2.5,1.5,2015-01-01,0541,Aqua,MODIS,61,6.2,294.7,19.8,D,0
22.1613,106.3165,302.2,3.1,1.7,2015-01-01,0542,Aqua,MODIS,51,6.2,290.4,24,D,0
21.0393,106.945,305.6,1.5,1.2,2015-01-02,0316,Terra,MODIS,60,6.2,291.6,10,D,0
21.9897,106.7148,302.5,1.7,1.3,2015-01-02,0316,Terra,MODIS,52,6.2,289.2,9.9,D,0
21.9893,106.7244,305.7,1.6,1.3,2015-01-02,0316,Terra,MODIS,62,6.2,289.2,13,D,0
21.0376,106.9598,303.2,1.5,1.2,2015-01-02,0316,Terra,MODIS,48,6.2,291.6,6.9,D,0
21.177,105.2168,307.2,2.1,1.4,2015-01-02,0316,Terra,MODIS,65,6.2,289.6,18.7,D,0
21.3732,104.9597,300.7,2.2,1.4,2015-01-02,0316,Terra,MODIS,41,6.2,289.2,10.6,D,0
21.0349,107.0776,305.2,1.5,1.2,2015-01-02,0316,Terra,MODIS,46,6.2,291.7,9.1,D,0
21.1729,105.255,302.5,2.1,1.4,2015-01-02,0316,Terra,MODIS,30,6.2,289.6,9.6,D,0
21.2218,106.8388,302.4,1.6,1.2,2015-01-02,0316,Terra,MODIS,52,6.2,290,8.9,D,0
21.4094,107.3701,300.6,1.5,1.2,2015-01-02,0316,Terra,MODIS,40,6.2,290.2,5.8,D,0
21.2199,106.8542,312.3,1.6,1.2,2015-01-02,0316,Terra,MODIS,72,6.2,290.1,21.3,D,0
21.0363,106.9529,309.4,1.5,1.2,2015-01-02,0316,Terra,MODIS,68,6.2,291.9,15.1,D,0
13.8609,107.589,314,1.2,1.1,2015-01-02,0318,Terra,MODIS,68,6.2,296.4,10.1,D,0
13.183,107.6288,312.8,1.1,1.1,2015-01-02,0318,Terra,MODIS,63,6.2,296.1,5.7,D,0
13.2186,107.5811,313.2,1.1,1.1,2015-01-02,0318,Terra,MODIS,61,6.2,296.4,6,D,0
14.1338,108.3377,320.1,1.1,1,2015-01-02,0318,Terra,MODIS,78,6.2,293,17.1,D,0
13.8624,107.5787,317.1,1.2,1.1,2015-01-02,0318,Terra,MODIS,72,6.2,296.4,13.8,D,0
14.1351,108.3278,309.9,1.1,1,2015-01-02,0318,Terra,MODIS,46,6.2,293.8,7,D,0
13.1783,107.7326,314.1,1.1,1.1,2015-01-02,0318,Terra,MODIS,54,6.2,296.2,6.5,D,0
13.4308,107.6553,313.3,1.1,1.1,2015-01-02,0318,Terra,MODIS,34,6.2,297,8.4,D,0
11.0561,106.5521,307.1,1,1,2015-01-02,0621,Aqua,MODIS,51,6.2,282.9,3.3,D,0
14.1776,107.7333,310.5,1.1,1,2015-01-02,0622,Aqua,MODIS,65,6.2,276.1,11.1,D,0
21.2647,105.1227,333.5,1,1,2015-01-02,0624,Aqua,MODIS,88,6.2,293,31.7,D,0
21.2633,105.1131,325.4,1,1,2015-01-02,0624,Aqua,MODIS,83,6.2,292.2,21.6,D,0
20.7975,104.4934,309.2,1,1,2015-01-02,0624,Aqua,MODIS,68,6.2,290.1,8.1,D,0
21.262,105.1036,305.9,1,1,2015-01-02,0624,Aqua,MODIS,49,6.2,292.9,4.8,D,0
21.1393,103.4345,300.1,1,1,2015-01-02,0624,Aqua,MODIS,17,6.2,289.6,2.3,D,0
21.3046,104.5571,303.5,1,1,2015-01-02,0624,Aqua,MODIS,49,6.2,291.2,4.8,D,0
21.6486,105.7745,309,1,1,2015-01-02,0624,Aqua,MODIS,67,6.2,292.8,6.8,D,0
19.5867,104.0876,310.7,1,1,2015-01-02,0624,Aqua,MODIS,70,6.2,291.1,10.3,D,0
21.0849,103.8736,301.7,1,1,2015-01-02,0624,Aqua,MODIS,47,6.2,291.5,3.6,D,0
21.2366,103.2793,307.1,1,1,2015-01-02,0624,Aqua,MODIS,58,6.2,293.8,6.1,D,0
21.306,104.5666,301.7,1,1,2015-01-02,0624,Aqua,MODIS,35,6.2,290.8,3.6,D,0
21.338,107.5573,309.1,1.2,1.1,2015-01-02,0624,Aqua,MODIS,56,6.2,294.7,8.4,D,0
21.238,103.2892,309.2,1,1,2015-01-02,0624,Aqua,MODIS,68,6.2,292.8,7.6,D,0
21.4257,104.5011,306,1,1,2015-01-02,0624,Aqua,MODIS,58,6.2,290.5,6.2,D,0
21.65,105.7844,304.9,1,1,2015-01-02,0624,Aqua,MODIS,58,6.2,292.9,4,D,0
21.7275,104.9421,309.4,1,1,2015-01-02,0624,Aqua,MODIS,59,6.2,288.6,6.6,D,0
21.6806,105.6679,304.7,1,1,2015-01-02,0624,Aqua,MODIS,58,6.2,293.4,4.2,D,0
21.7242,103.8292,314.3,1,1,2015-01-02,0624,Aqua,MODIS,75,6.2,292,11.9,D,0
21.7228,103.8196,303.4,1,1,2015-01-02,0624,Aqua,MODIS,56,6.2,291.2,4.4,D,0
21.2302,104.7406,305.9,1,1,2015-01-02,0624,Aqua,MODIS,28,6.2,292.8,4.6,D,0
21.4498,103.5318,318,1,1,2015-01-02,0624,Aqua,MODIS,78,6.2,291.8,15.2,D,0
21.4671,103.895,314.8,1,1,2015-01-02,0624,Aqua,MODIS,73,6.2,296.1,9.9,D,0
21.2738,103.4035,323.2,1,1,2015-01-02,0624,Aqua,MODIS,82,6.2,294.9,18,D,0
21.3126,104.7409,308.7,1,1,2015-01-02,0624,Aqua,MODIS,50,6.2,295.5,6,D,0
20.9419,103.4711,305.2,1,1,2015-01-02,0624,Aqua,MODIS,61,6.2,290.4,6.6,D,0
21.5463,104.7683,304.8,1,1,2015-01-02,0624,Aqua,MODIS,58,6.2,292,4.6,D,0
22.1207,105.9343,312.7,1.1,1,2015-01-02,0624,Aqua,MODIS,63,6.2,287.8,11.7,D,0
20.7654,103.5799,328,1,1,2015-01-02,0624,Aqua,MODIS,85,6.2,289.9,27.4,D,0
22.1583,106.3474,305.6,1.1,1,2015-01-02,0624,Aqua,MODIS,59,6.2,290.8,6.5,D,0
21.7289,104.9517,304.4,1,1,2015-01-02,0624,Aqua,MODIS,31,6.2,289,3.5,D,0
20.9731,105.1388,312.5,1,1,2015-01-02,0624,Aqua,MODIS,54,6.2,287.4,9.4,D,0
21.4832,103.4459,305.3,1,1,2015-01-02,0624,Aqua,MODIS,37,6.2,291.5,6.2,D,0
20.8604,103.7266,312.2,1,1,2015-01-02,0624,Aqua,MODIS,72,6.2,290.3,10.4,D,0
21.3811,107.3209,304.4,1.2,1.1,2015-01-02,0624,Aqua,MODIS,50,6.2,292.8,5.8,D,0
21.2716,104.5196,305.9,1,1,2015-01-02,0624,Aqua,MODIS,44,6.2,294.2,4.5,D,0
21.5707,103.852,303.4,1,1,2015-01-02,0624,Aqua,MODIS,45,6.2,292.8,3.3,D,0
21.7554,103.9169,301.9,1,1,2015-01-02,0624,Aqua,MODIS,42,6.2,289.3,4.3,D,0
21.3279,104.0784,307.5,1,1,2015-01-02,0624,Aqua,MODIS,56,6.2,295.8,4.4,D,0
21.2961,103.4907,314.8,1,1,2015-01-02,0624,Aqua,MODIS,75,6.2,291.9,11,D,0
21.2998,104.3339,312.1,1,1,2015-01-02,0624,Aqua,MODIS,71,6.2,292.9,9.3,D,0
20.9332,103.4683,301.2,1,1,2015-01-02,0624,Aqua,MODIS,38,6.2,290.7,4,D,0
21.4656,103.8854,314,1,1,2015-01-02,0624,Aqua,MODIS,73,6.2,299.1,9.3,D,0
21.5026,103.4571,305.4,1,1,2015-01-02,0624,Aqua,MODIS,59,6.2,294.1,5.8,D,0
22.0434,103.4353,304.9,1,1,2015-01-02,0625,Aqua,MODIS,60,6.2,293.5,4.8,D,0
