latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
14.5502,107.8258,307.3,2.3,1.5,2005-01-01,0259,Terra,MODIS,60,6.2,294.9,18.3,D,0
13.3297,107.9055,331.9,2.2,1.4,2005-01-01,0259,Terra,MODIS,86,6.2,294.7,85.7,D,0
11.8124,108.1408,319.4,2,1.4,2005-01-01,0259,Terra,MODIS,69,6.2,299.5,31.3,D,0
12.8546,107.5369,317.5,2.3,1.5,2005-01-01,0259,Terra,MODIS,68,6.2,293.1,36.7,D,0
13.431,107.8211,311.8,2.2,1.5,2005-01-01,0259,Terra,MODIS,66,6.2,296.8,16.4,D,0
13.7193,108.3447,307.1,2.1,1.4,2005-01-01,0259,Terra,MODIS,55,6.2,295.2,13,D,0
11.8152,108.1472,316.3,2,1.4,2005-01-01,0259,Terra,MODIS,62,6.2,299.2,25.7,D,0
12.9857,107.5374,312.2,2.3,1.5,2005-01-01,0259,Terra,MODIS,28,6.2,295.3,19.5,D,0
12.8572,107.5155,311.7,2.3,1.5,2005-01-01,0259,Terra,MODIS,32,6.2,293,21.8,D,0
11.0585,107.9299,315.7,2,1.4,2005-01-01,0259,Terra,MODIS,25,6.2,301.5,21.1,D,0
13.1902,107.7718,315.9,2.2,1.5,2005-01-01,0259,Terra,MODIS,66,6.2,298.7,20,D,0
12.9824,107.543,313.4,2.3,1.5,2005-01-01,0259,Terra,MODIS,41,6.2,295.8,24,D,0
13.1975,107.6034,313.4,2.3,1.5,2005-01-01,0259,Terra,MODIS,67,6.2,297.7,15.8,D,0
11.7759,107.2797,312.9,1.5,1.2,2005-01-01,0600,Aqua,MODIS,55,6.2,296.3,10.4,D,0
11.6826,108.6723,316.1,1.2,1.1,2005-01-01,0600,Aqua,MODIS,50,6.2,300.4,8.7,D,0
11.5585,107.7277,312,1.4,1.2,2005-01-01,0600,Aqua,MODIS,25,6.2,297.9,8.2,D,0
11.9045,108.5789,307.8,1.2,1.1,2005-01-01,0600,Aqua,MODIS,39,6.2,292,7.1,D,0
11.7165,108.8309,319.6,1.2,1.1,2005-01-01,0600,Aqua,MODIS,57,6.2,304,7.9,D,0
11.7149,108.6893,321.4,1.2,1.1,2005-01-01,0600,Aqua,MODIS,43,6.2,302.1,12.9,D,0
11.2554,108.1548,317.8,1.3,1.1,2005-01-01,0600,Aqua,MODIS,34,6.2,300.9,9.2,D,0
11.9006,107.2468,320.5,1.5,1.2,2005-01-01,0600,Aqua,MODIS,62,6.2,301.9,16.8,D,0
11.3365,108.2206,315.8,1.3,1.1,2005-01-01,0600,Aqua,MODIS,61,6.2,298.8,11.6,D,0
12.0616,107.5442,315.7,1.4,1.2,2005-01-01,0600,Aqua,MODIS,40,6.2,302,10.1,D,0
11.3596,106.7418,327.8,1.6,1.2,2005-01-01,0600,Aqua,MODIS,81,6.2,299.9,32,D,0
11.7825,108.7279,319.4,1.2,1.1,2005-01-01,0600,Aqua,MODIS,60,6.2,303.8,10.7,D,0
11.7841,108.7384,318.8,1.2,1.1,2005-01-01,0600,Aqua,MODIS,62,6.2,303.7,10.1,D,0
11.7718,107.287,311.9,1.4,1.2,2005-01-01,0600,Aqua,MODIS,40,6.2,297.1,8,D,0
11.3619,106.7563,319.2,1.6,1.2,2005-01-01,0600,Aqua,MODIS,69,6.2,297.1,15.1,D,0
11.916,108.3279,317.4,1.2,1.1,2005-01-01,0600,Aqua,MODIS,44,6.2,303.2,9.5,D,0
13.4175,108.1582,317.3,1.2,1.1,2005-01-01,0601,Aqua,MODIS,60,6.2,299.5,11.1,D,0
13.3512,108.004,314.5,1.2,1.1,2005-01-01,0601,Aqua,MODIS,47,6.2,299.6,10.6,D,0
14.0459,107.7253,314.1,1.3,1.1,2005-01-01,0601,Aqua,MODIS,27,6.2,297.1,12.1,D,0
13.634,108.3003,314.7,1.2,1.1,2005-01-01,0601,Aqua,MODIS,51,6.2,298.9,7.1,D,0
13.066,108.0106,315.5,1.2,1.1,2005-01-01,0601,Aqua,MODIS,0,6.2,291.3,12,D,0
13.0642,107.9992,313.7,1.3,1.1,2005-01-01,0601,Aqua,MODIS,0,6.2,290.2,9,D,0
13.4186,108.1011,318.4,1.2,1.1,2005-01-01,0601,Aqua,MODIS,66,6.2,302,11.4,D,0
14.0377,107.7381,314.6,1.3,1.1,2005-01-01,0601,Aqua,MODIS,58,6.2,297.4,12.3,D,0
13.3121,107.882,322.6,1.3,1.1,2005-01-01,0601,Aqua,MODIS,67,6.2,300,17.9,D,0
13.1964,107.5939,325.3,1.3,1.1,2005-01-01,0601,Aqua,MODIS,77,6.2,303.6,18.3,D,0
