latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
21.9748,103.5794,310.2,1,1,2011-01-01,0352,Terra,MODIS,70,6.2,289.7,8.8,D,0
22.5567,103.3979,304.2,1,1,2011-01-01,0352,Terra,MODIS,54,6.2,292.5,4.5,D,0
14.0946,107.5865,375.6,2.3,1.5,2011-01-01,0354,Terra,MODIS,100,6.2,301.5,453.3,D,0
14.2773,107.454,308.4,2.3,1.5,2011-01-01,0354,Terra,MODIS,56,6.2,297.4,19.9,D,2
14.0942,107.6013,349.3,2.3,1.5,2011-01-01,0354,Terra,MODIS,95,6.2,300.3,195.9,D,0
13.4241,107.8014,311.2,2.5,1.5,2011-01-01,0354,Terra,MODIS,46,6.2,297.7,21.5,D,0
13.6649,108.4002,308.8,2.7,1.6,2011-01-01,0354,Terra,MODIS,54,6.2,291.3,26.7,D,0
14.0978,107.5802,360.2,2.3,1.5,2011-01-01,0354,Terra,MODIS,100,6.2,299.9,285.2,D,0
13.4338,107.7745,313.7,2.5,1.5,2011-01-01,0354,Terra,MODIS,33,6.2,297.7,26.6,D,0
14.0908,107.6075,326,2.3,1.5,2011-01-01,0354,Terra,MODIS,83,6.2,299,68.3,D,0
13.4299,107.7971,317.1,2.5,1.5,2011-01-01,0354,Terra,MODIS,59,6.2,298.4,36.6,D,0
13.4282,107.7789,314.6,2.5,1.5,2011-01-01,0354,Terra,MODIS,70,6.2,297.9,32.5,D,0
13.5121,107.824,313.8,2.5,1.5,2011-01-01,0354,Terra,MODIS,66,6.2,297.7,28.1,D,0
13.6689,108.406,307.4,2.7,1.6,2011-01-01,0354,Terra,MODIS,43,6.2,291.6,23.2,D,0
11.7804,106.4289,310.8,2.1,1.4,2011-01-01,0355,Terra,MODIS,52,6.2,296.9,15.5,D,0
14.0873,107.5692,313.1,4.6,2,2011-01-01,0659,Aqua,MODIS,59,6.2,294.7,83,D,0
14.0862,107.5786,315.1,4.6,2,2011-01-01,0659,Aqua,MODIS,63,6.2,294.9,95.6,D,0
21.7057,103.6532,307.4,2.9,1.6,2011-01-01,0701,Aqua,MODIS,0,6.2,286.5,27.8,D,0
21.7755,104.0999,304.7,3.2,1.7,2011-01-01,0701,Aqua,MODIS,0,6.2,288.8,25.8,D,0
21.7056,103.6496,306.4,2.9,1.6,2011-01-01,0701,Aqua,MODIS,11,6.2,286.5,23.9,D,0
21.7789,104.1048,311.1,3.2,1.7,2011-01-01,0701,Aqua,MODIS,52,6.2,289.1,49.8,D,0
21.9939,102.621,305.4,2.5,1.5,2011-01-01,0701,Aqua,MODIS,47,6.2,292.1,17.3,D,0
13.513,107.809,302.6,2.1,1.4,2011-01-01,1445,Terra,MODIS,50,6.2,291,14.9,N,0
14.0971,107.3773,311.5,2.5,1.5,2011-01-02,0259,Terra,MODIS,61,6.2,296.4,27.1,D,0
13.5036,107.8164,315.8,2.3,1.5,2011-01-02,0259,Terra,MODIS,71,6.2,299.4,28.9,D,0
14.0904,107.5989,310.8,2.4,1.5,2011-01-02,0259,Terra,MODIS,36,6.2,299.9,20.3,D,0
14.0905,107.3697,305.7,2.5,1.5,2011-01-02,0259,Terra,MODIS,37,6.2,295.4,14.5,D,0
13.5139,107.8249,316.4,2.3,1.5,2011-01-02,0259,Terra,MODIS,60,6.2,298.4,28.9,D,0
11.2241,106.0117,311.1,2.9,1.6,2011-01-02,0300,Terra,MODIS,58,6.2,294.2,21,D,0
11.7767,106.4306,310.6,2.8,1.6,2011-01-02,0300,Terra,MODIS,60,6.2,295.4,22.2,D,0
12.0762,107.268,331.3,1.4,1.2,2011-01-02,0603,Aqua,MODIS,84,6.2,299.4,42.7,D,0
12.0868,107.2666,315.3,1.4,1.2,2011-01-02,0603,Aqua,MODIS,58,6.2,297.9,14.6,D,0
12.1982,107.701,331.8,1.3,1.1,2011-01-02,0603,Aqua,MODIS,85,6.2,297,43.8,D,0
12.2001,107.713,321,1.3,1.1,2011-01-02,0603,Aqua,MODIS,75,6.2,295.7,24.7,D,0
11.7545,107.2916,315,1.4,1.2,2011-01-02,0603,Aqua,MODIS,66,6.2,300.5,11.9,D,0
12.0783,107.2809,313.9,1.4,1.2,2011-01-02,0603,Aqua,MODIS,50,6.2,298.2,12.7,D,0
13.4202,107.9789,317.4,1.2,1.1,2011-01-02,0604,Aqua,MODIS,70,6.2,298.7,10.4,D,0
13.9228,107.9255,316.9,1.2,1.1,2011-01-02,0604,Aqua,MODIS,50,6.2,304.2,7.1,D,0
14.7038,107.866,312.5,1.2,1.1,2011-01-02,0604,Aqua,MODIS,32,6.2,299.4,6.4,D,0
13.5072,107.8186,322.9,1.3,1.1,2011-01-02,0604,Aqua,MODIS,72,6.2,296.9,20.1,D,0
14.0859,107.5843,319.4,1.3,1.1,2011-01-02,0604,Aqua,MODIS,34,6.2,306.4,15.1,D,0
14.0944,107.3766,322.2,1.3,1.1,2011-01-02,0604,Aqua,MODIS,78,6.2,301.7,22.4,D,0
13.429,108.0351,315.4,1.2,1.1,2011-01-02,0604,Aqua,MODIS,62,6.2,301.9,8.9,D,0
13.9239,107.9186,319.4,1.2,1.1,2011-01-02,0604,Aqua,MODIS,67,6.2,304.8,11.2,D,0
14.8476,107.7975,305.7,1.2,1.1,2011-01-02,0604,Aqua,MODIS,36,6.2,295.2,6.7,D,0
14.269,107.4453,323.1,1.3,1.1,2011-01-02,0604,Aqua,MODIS,79,6.2,301.6,23.1,D,2
13.6022,107.7014,316.9,1.3,1.1,2011-01-02,0604,Aqua,MODIS,44,6.2,303.5,10,D,0
14.2993,107.5728,312.4,1.3,1.1,2011-01-02,0604,Aqua,MODIS,63,6.2,300.3,10.5,D,0
13.9106,107.578,320.4,1.3,1.1,2011-01-02,0604,Aqua,MODIS,74,6.2,304.3,14.9,D,0
18.7653,105.2304,307,1.5,1.2,2011-01-02,0605,Aqua,MODIS,50,6.2,290.2,8,D,0
21.2326,103.2152,309.1,1.9,1.3,2011-01-02,0606,Aqua,MODIS,0,6.2,287,16.9,D,0
21.0079,103.2012,313.5,1.9,1.4,2011-01-02,0606,Aqua,MODIS,0,6.2,286.5,28.2,D,0
21.1194,103.8843,319.3,1.7,1.3,2011-01-02,0606,Aqua,MODIS,74,6.2,289.7,34.5,D,0
20.4544,105.1855,301.4,1.4,1.2,2011-01-02,0606,Aqua,MODIS,18,6.2,287.5,3.2,D,0
22.2119,102.8358,300.6,1.9,1.4,2011-01-02,0606,Aqua,MODIS,29,6.2,284.4,7.7,D,0
