latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
10.75717,107.79421,320.88,1.08,1.04,2025-08-06,0737,Aqua,MODIS,73,6.1NRT,285.06,17.08,D
10.66844,107.69028,313.2,1.07,1.03,2025-08-06,0737,Aqua,MODIS,43,6.1NRT,276.05,11.06,D
13.38995,108.83462,335.25,1.31,1.14,2025-08-06,0739,Aqua,MODIS,88,6.1NRT,291.22,47.59,D
12.81062,108.85939,315.53,1.29,1.13,2025-08-06,0739,Aqua,MODIS,31,6.1NRT,290.63,11.44,D
12.1781,107.99638,316.75,1.14,1.06,2025-08-06,0739,Aqua,MODIS,71,6.1NRT,289.64,13.43,D
12.1383,109.18323,311.41,1.33,1.14,2025-08-06,0739,Aqua,MODIS,46,6.1NRT,288.06,7.04,D
12.13987,109.19482,318.08,1.33,1.14,2025-08-06,0739,Aqua,MODIS,60,6.1NRT,287.89,15.19,D
14.69486,108.80437,316.59,1.36,1.16,2025-08-06,0739,Aqua,MODIS,71,6.1NRT,289.06,17.4,D
11.45469,106.40762,317.42,1.01,1,2025-08-06,0739,Aqua,MODIS,0,6.1NRT,294.49,6.73,D
11.64239,105.79701,320.23,1,1,2025-08-06,0739,Aqua,MODIS,74,6.1NRT,293.36,10.04,D
13.99395,107.60407,314.18,1.14,1.06,2025-08-06,0739,Aqua,MODIS,56,6.1NRT,291.32,7.85,D
13.43749,109.03508,309.08,1.2,1.09,2025-08-06,1344,Terra,MODIS,64,6.1NRT,276.36,12.12,N
12.71583,108.82487,319.48,1.34,1.15,2025-08-07,0154,Terra,MODIS,72,6.1NRT,290.11,19.99,D
12.80401,108.85465,312.72,1.34,1.15,2025-08-07,0154,Terra,MODIS,66,6.1NRT,293.01,10.23,D
14.77595,108.93105,308.21,1.4,1.17,2025-08-07,0154,Terra,MODIS,28,6.1NRT,282.13,7.04,D
18.35835,105.60445,310.64,1.65,1.26,2025-08-07,1425,Terra,MODIS,81,6.1NRT,289.92,16.85,N
21.01006,105.63357,317.56,1.05,1.02,2025-08-08,0232,Terra,MODIS,46,6.1NRT,298.55,6.79,D
20.92136,106.15144,321.34,1.1,1.05,2025-08-08,0232,Terra,MODIS,44,6.1NRT,298.58,10.06,D
20.85789,106.55776,316.39,1.15,1.07,2025-08-08,0232,Terra,MODIS,18,6.1NRT,297.55,7.27,D
20.91698,106.11926,319.8,1.1,1.04,2025-08-08,0232,Terra,MODIS,70,6.1NRT,298.53,9.4,D
20.9154,106.12946,319.21,1.1,1.04,2025-08-08,0232,Terra,MODIS,33,6.1NRT,298.36,7.86,D
20.9312,105.66456,315.15,1.06,1.03,2025-08-08,0232,Terra,MODIS,42,6.1NRT,297.99,5.97,D
20.81774,106.22237,316.46,1.11,1.05,2025-08-08,0232,Terra,MODIS,64,6.1NRT,297.82,7.67,D
20.81614,106.23267,314.2,1.11,1.05,2025-08-08,0232,Terra,MODIS,56,6.1NRT,297.28,5.34,D
20.85622,106.56841,317.95,1.15,1.07,2025-08-08,0232,Terra,MODIS,22,6.1NRT,298.15,9.05,D
21.33927,105.3502,316.66,1.03,1.01,2025-08-08,0232,Terra,MODIS,44,6.1NRT,297.53,7.71,D
20.98431,106.40212,315.96,1.12,1.06,2025-08-08,0232,Terra,MODIS,36,6.1NRT,297.23,6.17,D
20.98232,106.05355,316.09,1.09,1.04,2025-08-08,0232,Terra,MODIS,31,6.1NRT,297.43,5.96,D
20.98074,106.06367,315.69,1.09,1.04,2025-08-08,0232,Terra,MODIS,44,6.1NRT,297.25,5.92,D
20.9493,106.03114,317.69,1.09,1.04,2025-08-08,0232,Terra,MODIS,39,6.1NRT,298.11,6.47,D
18.33889,105.55444,319.08,1.1,1.05,2025-08-08,0234,Terra,MODIS,73,6.1NRT,298.09,11.53,D
20.44274,106.31361,321.94,1.13,1.06,2025-08-08,0234,Terra,MODIS,73,6.1NRT,299.64,11.81,D
20.41435,106.37335,315.96,1.14,1.06,2025-08-08,0234,Terra,MODIS,61,6.1NRT,298.14,5.99,D
20.38924,106.53263,319.05,1.16,1.07,2025-08-08,0234,Terra,MODIS,69,6.1NRT,298.84,10.07,D
20.42101,106.15002,333.17,1.11,1.05,2025-08-08,0234,Terra,MODIS,85,6.1NRT,299.85,23.22,D
20.40536,106.14102,321.14,1.11,1.05,2025-08-08,0234,Terra,MODIS,69,6.1NRT,298.74,11.72,D
20.40378,106.15132,321.8,1.11,1.05,2025-08-08,0234,Terra,MODIS,0,6.1NRT,298.93,12.21,D
20.35347,106.11095,316.67,1.11,1.05,2025-08-08,0234,Terra,MODIS,66,6.1NRT,298.81,7.26,D
20.34381,106.17273,315.87,1.12,1.05,2025-08-08,0234,Terra,MODIS,0,6.1NRT,298.34,6.02,D
20.33661,105.9243,320.51,1.09,1.04,2025-08-08,0234,Terra,MODIS,69,6.1NRT,300.38,10.05,D
20.07738,105.91947,315.47,1.1,1.04,2025-08-08,0234,Terra,MODIS,61,6.1NRT,298.69,6.68,D
19.71211,105.59005,312.04,1.07,1.03,2025-08-08,0234,Terra,MODIS,53,6.1NRT,297.44,4.99,D
19.51528,105.66715,314.3,1.09,1.04,2025-08-08,0234,Terra,MODIS,59,6.1NRT,298.4,5.75,D
19.303,105.72176,318.28,1.1,1.04,2025-08-08,0234,Terra,MODIS,65,6.1NRT,299.16,8.81,D
19.30143,105.73187,322.64,1.1,1.04,2025-08-08,0234,Terra,MODIS,75,6.1NRT,299.4,14.14,D
19.06726,105.51015,313.8,1.08,1.04,2025-08-08,0234,Terra,MODIS,63,6.1NRT,298.01,5.43,D
19.01727,105.41422,313.66,1.07,1.03,2025-08-08,0234,Terra,MODIS,48,6.1NRT,297.86,5.93,D
18.81744,105.63426,323.1,1.1,1.05,2025-08-08,0234,Terra,MODIS,55,6.1NRT,299.97,12.33,D
18.81591,105.64435,320.19,1.1,1.05,2025-08-08,0234,Terra,MODIS,53,6.1NRT,300.35,8.89,D
18.52388,105.37239,315.78,1.08,1.04,2025-08-08,0234,Terra,MODIS,68,6.1NRT,297.73,7.13,D
18.52235,105.38232,313.75,1.08,1.04,2025-08-08,0234,Terra,MODIS,60,6.1NRT,298.09,5.06,D
15.47066,108.1564,316.78,1.76,1.3,2025-08-08,0234,Terra,MODIS,72,6.1NRT,294.58,22.36,D
15.47342,108.14011,316.09,1.76,1.3,2025-08-08,0234,Terra,MODIS,71,6.1NRT,294.45,21.53,D
15.47145,108.22096,317.08,1.78,1.31,2025-08-08,0234,Terra,MODIS,73,6.1NRT,294.83,23.66,D
15.54229,108.2179,316.12,1.78,1.31,2025-08-08,0234,Terra,MODIS,64,6.1NRT,294.63,19.9,D
15.54027,108.22337,310.96,1.78,1.31,2025-08-08,0234,Terra,MODIS,47,6.1NRT,294.44,10.81,D
15.543,108.20739,310.23,1.77,1.3,2025-08-08,0234,Terra,MODIS,33,6.1NRT,294.56,9.33,D
16.27031,107.65047,311.27,1.57,1.23,2025-08-08,0234,Terra,MODIS,37,6.1NRT,295.45,8.94,D
16.30569,107.49895,309.59,1.53,1.22,2025-08-08,0234,Terra,MODIS,46,6.1NRT,295.19,7.41,D
16.41195,107.41225,310.95,1.5,1.21,2025-08-08,0234,Terra,MODIS,43,6.1NRT,295.53,7.63,D
17.32498,106.58581,313.99,1.28,1.12,2025-08-08,0234,Terra,MODIS,57,6.1NRT,288.74,9.78,D
17.94046,106.20849,315.12,1.2,1.09,2025-08-08,0234,Terra,MODIS,68,6.1NRT,298.21,8.51,D
18.02,106.2288,313.38,1.2,1.09,2025-08-08,0234,Terra,MODIS,64,6.1NRT,298.24,6.14,D
18.12169,105.64072,315.81,1.12,1.05,2025-08-08,0234,Terra,MODIS,69,6.1NRT,297.54,9.74,D
18.43613,105.40209,315.88,1.08,1.04,2025-08-08,0234,Terra,MODIS,68,6.1NRT,297.35,8.75,D
10.46529,106.31189,312.88,1.57,1.24,2025-08-08,0234,Terra,MODIS,56,6.1NRT,289.72,12.19,D
10.68501,106.46541,314.29,1.6,1.25,2025-08-08,0234,Terra,MODIS,50,6.1NRT,293.26,11.23,D
10.87348,105.46122,313.25,1.35,1.15,2025-08-08,0234,Terra,MODIS,21,6.1NRT,293.62,7.1,D
11.0354,106.00091,318.7,1.46,1.19,2025-08-08,0234,Terra,MODIS,67,6.1NRT,291.71,14.6,D
11.05938,105.84803,320.03,1.42,1.18,2025-08-08,0234,Terra,MODIS,70,6.1NRT,296.36,15.37,D
10.9024,106.98505,311.71,1.74,1.29,2025-08-08,0234,Terra,MODIS,22,6.1NRT,290.22,10.85,D
11.00675,106.39246,315.64,1.56,1.23,2025-08-08,0234,Terra,MODIS,32,6.1NRT,293.99,8.96,D
11.04857,106.1232,319.01,1.49,1.21,2025-08-08,0234,Terra,MODIS,49,6.1NRT,291.28,15.72,D
10.92192,107.08284,314.51,1.77,1.3,2025-08-08,0234,Terra,MODIS,34,6.1NRT,292.22,13.63,D
10.92241,107.07293,318.14,1.76,1.3,2025-08-08,0234,Terra,MODIS,68,6.1NRT,292.42,20.82,D
11.10019,106.54819,319.83,1.6,1.24,2025-08-08,0234,Terra,MODIS,27,6.1NRT,294.78,17,D
11.03297,107.17735,313.27,1.79,1.31,2025-08-08,0234,Terra,MODIS,37,6.1NRT,293.62,12,D
11.13504,106.5393,317.26,1.59,1.24,2025-08-08,0234,Terra,MODIS,49,6.1NRT,292.79,15.3,D
11.13727,106.52527,314.42,1.59,1.24,2025-08-08,0234,Terra,MODIS,27,6.1NRT,292.18,11.35,D
11.47245,106.8834,312.69,1.67,1.27,2025-08-08,0234,Terra,MODIS,48,6.1NRT,293.67,10.88,D
11.59753,106.08772,319.06,1.45,1.19,2025-08-08,0234,Terra,MODIS,71,6.1NRT,294.74,16.84,D
11.9939,106.50635,314.71,1.53,1.22,2025-08-08,0234,Terra,MODIS,66,6.1NRT,293.57,12.64,D
11.99603,106.49282,311.97,1.53,1.22,2025-08-08,0234,Terra,MODIS,59,6.1NRT,293.07,8.74,D
12.94645,109.16758,311.55,2.36,1.48,2025-08-08,0234,Terra,MODIS,65,6.1NRT,287.64,20.65,D
13.56868,108.91502,308.86,2.19,1.44,2025-08-08,0234,Terra,MODIS,58,6.1NRT,272.81,24.65,D
13.57173,108.89657,329.72,2.19,1.43,2025-08-08,0234,Terra,MODIS,85,6.1NRT,274.8,87.04,D
13.57294,108.90217,329.29,2.19,1.43,2025-08-08,0234,Terra,MODIS,84,6.1NRT,274.69,85.97,D
13.6759,108.90071,306.73,2.18,1.43,2025-08-08,0234,Terra,MODIS,12,6.1NRT,284.07,14.19,D
13.67731,108.90733,305.54,2.18,1.43,2025-08-08,0234,Terra,MODIS,30,6.1NRT,283.79,12.5,D
13.68073,108.88741,309.86,2.17,1.43,2025-08-08,0234,Terra,MODIS,57,6.1NRT,285.67,21.18,D
14.1982,107.46634,309.8,1.65,1.26,2025-08-08,0234,Terra,MODIS,62,6.1NRT,292.03,10.64,D
14.69811,108.88664,307.74,2.07,1.4,2025-08-08,0234,Terra,MODIS,62,6.1NRT,290.54,12.41,D
15.39018,108.36581,317.18,1.83,1.33,2025-08-08,0234,Terra,MODIS,73,6.1NRT,294.49,24.77,D
15.4142,108.22119,312.69,1.79,1.31,2025-08-08,0234,Terra,MODIS,66,6.1NRT,294.73,15.36,D
15.41499,108.28762,311.36,1.81,1.32,2025-08-08,0234,Terra,MODIS,63,6.1NRT,294.61,12.91,D
15.45735,108.23489,312.93,1.79,1.31,2025-08-08,0234,Terra,MODIS,64,6.1NRT,294.53,15.21,D
15.46001,108.21923,328.85,1.78,1.31,2025-08-08,0234,Terra,MODIS,84,6.1NRT,294.66,51.46,D
9.64517,105.95903,313.2,1.53,1.22,2025-08-08,0236,Terra,MODIS,38,6.1NRT,294.36,9.99,D
13.59285,109.08947,326.36,1.07,1.03,2025-08-08,0716,Aqua,MODIS,81,6.1NRT,282.26,24.61,D
13.3942,108.82029,328.9,1.1,1.05,2025-08-08,0716,Aqua,MODIS,79,6.1NRT,292.89,25.87,D
13.37516,109.05761,381.59,1.08,1.04,2025-08-08,0716,Aqua,MODIS,100,6.1NRT,300.16,169.22,D
13.37665,109.06731,327.93,1.08,1.04,2025-08-08,0716,Aqua,MODIS,82,6.1NRT,298.28,19.15,D
13.11704,108.99846,323.82,1.09,1.04,2025-08-08,0716,Aqua,MODIS,52,6.1NRT,295.09,14.23,D
12.78186,108.93168,308.4,1.11,1.05,2025-08-08,0716,Aqua,MODIS,67,6.1NRT,279.08,7.71,D
13.59144,109.08021,337.16,1.07,1.03,2025-08-08,0716,Aqua,MODIS,89,6.1NRT,280.69,40.71,D
11.24548,106.08234,313.53,1.77,1.3,2025-08-08,0716,Aqua,MODIS,60,6.1NRT,289.64,9.66,D
10.96968,105.46017,319.34,2,1.38,2025-08-08,0716,Aqua,MODIS,71,6.1NRT,294.15,19.65,D
11.13429,106.53152,314.24,1.65,1.26,2025-08-08,0716,Aqua,MODIS,61,6.1NRT,286.62,14.04,D
10.83668,105.5494,318.44,1.98,1.37,2025-08-08,0716,Aqua,MODIS,53,6.1NRT,290.31,24.51,D
10.79926,107.63611,314.32,1.39,1.17,2025-08-08,0716,Aqua,MODIS,67,6.1NRT,290.09,13.14,D
12.19558,108.89662,313.24,1.13,1.06,2025-08-08,0716,Aqua,MODIS,70,6.1NRT,285.12,10.17,D
14.83936,108.41146,315.51,1.11,1.05,2025-08-08,0718,Aqua,MODIS,71,6.1NRT,298.2,9.53,D
19.47064,104.95232,314.75,1.51,1.21,2025-08-08,0718,Aqua,MODIS,67,6.1NRT,297.36,12.2,D
19.17134,105.24426,315.73,1.46,1.2,2025-08-08,0718,Aqua,MODIS,42,6.1NRT,298.48,7.89,D
19.09123,104.90362,325.08,1.55,1.23,2025-08-08,0718,Aqua,MODIS,79,6.1NRT,296.33,30.12,D
19.04344,104.88313,316.58,1.56,1.23,2025-08-08,0718,Aqua,MODIS,43,6.1NRT,297.8,11.35,D
18.86285,105.19589,315.01,1.49,1.21,2025-08-08,0718,Aqua,MODIS,61,6.1NRT,294.68,7.37,D
18.65759,104.95222,314.27,1.57,1.23,2025-08-08,0718,Aqua,MODIS,63,6.1NRT,286.3,19.87,D
18.19104,105.60648,313.55,1.44,1.19,2025-08-08,0718,Aqua,MODIS,38,6.1NRT,292.3,10.25,D
18.19325,105.61953,321.31,1.44,1.19,2025-08-08,0718,Aqua,MODIS,75,6.1NRT,292.99,20.6,D
18.11565,106.20192,318.03,1.32,1.14,2025-08-08,0718,Aqua,MODIS,71,6.1NRT,296.73,11.54,D
17.2717,106.44736,314.49,1.31,1.14,2025-08-08,0718,Aqua,MODIS,47,6.1NRT,297.06,9.7,D
17.27148,106.45393,314.77,1.31,1.14,2025-08-08,0718,Aqua,MODIS,61,6.1NRT,295.68,9.25,D
16.88887,106.75311,314.95,1.28,1.12,2025-08-08,0718,Aqua,MODIS,66,6.1NRT,296.92,10.23,D
16.79567,106.86892,314.97,1.26,1.12,2025-08-08,0718,Aqua,MODIS,66,6.1NRT,294.49,10.96,D
15.76053,108.01884,311.99,1.13,1.06,2025-08-08,0718,Aqua,MODIS,57,6.1NRT,297.07,5.35,D
15.5961,108.15234,316.91,1.12,1.05,2025-08-08,0718,Aqua,MODIS,70,6.1NRT,298.44,9.03,D
15.48942,108.12527,320.56,1.13,1.06,2025-08-08,0718,Aqua,MODIS,76,6.1NRT,293.96,15.77,D
15.34271,108.25939,316.83,1.11,1.05,2025-08-08,0718,Aqua,MODIS,67,6.1NRT,292.91,11.98,D
15.05166,108.7062,318.62,1.08,1.04,2025-08-08,0718,Aqua,MODIS,74,6.1NRT,296.2,10.98,D
14.92378,108.48303,319.24,1.1,1.05,2025-08-08,0718,Aqua,MODIS,73,6.1NRT,296.58,11.79,D
14.69906,108.57898,321.59,1.1,1.04,2025-08-08,0718,Aqua,MODIS,78,6.1NRT,294.38,15.21,D
14.67012,108.5132,328.38,1.1,1.05,2025-08-08,0718,Aqua,MODIS,84,6.1NRT,292.34,26.1,D
14.66723,108.67473,315.52,1.09,1.04,2025-08-08,0718,Aqua,MODIS,65,6.1NRT,294.29,9.92,D
14.65637,108.66367,315.68,1.09,1.04,2025-08-08,0718,Aqua,MODIS,72,6.1NRT,295.21,8.85,D
14.63046,108.73763,325.88,1.08,1.04,2025-08-08,0718,Aqua,MODIS,82,6.1NRT,295.05,20.94,D
14.2183,109.00265,321.05,1.07,1.03,2025-08-08,0718,Aqua,MODIS,66,6.1NRT,292.34,13.54,D
20.86296,106.56636,322.77,1.16,1.07,2025-08-08,0720,Aqua,MODIS,36,6.1NRT,299.87,10.71,D
20.39132,106.51797,323.4,1.18,1.08,2025-08-08,0720,Aqua,MODIS,64,6.1NRT,302.24,10.93,D
20.48064,106.05139,318.7,1.24,1.11,2025-08-08,0720,Aqua,MODIS,67,6.1NRT,298.7,8.68,D
20.64757,106.44026,319.64,1.18,1.08,2025-08-08,0720,Aqua,MODIS,66,6.1NRT,299.06,8.05,D
20.97456,107.0302,325.54,1.1,1.05,2025-08-08,0720,Aqua,MODIS,49,6.1NRT,300.95,15.76,D
21.32951,105.8346,319.47,1.24,1.11,2025-08-08,0720,Aqua,MODIS,71,6.1NRT,297.54,10.88,D
20.03862,105.25431,314.8,1.41,1.18,2025-08-08,0720,Aqua,MODIS,62,6.1NRT,296.05,9.53,D
20.03574,105.24831,316.36,1.41,1.18,2025-08-08,0720,Aqua,MODIS,66,6.1NRT,296.22,11.94,D
22.33654,105.9406,311.48,1.19,1.08,2025-08-08,0720,Aqua,MODIS,60,6.1NRT,293.9,7.15,D
17.1077,106.88618,311.37,1.03,1.01,2025-08-09,1403,Terra,MODIS,80,6.1NRT,293.72,7.42,N
18.04307,106.17386,315.16,1.01,1,2025-08-09,1403,Terra,MODIS,89,6.1NRT,294.22,10.52,N
18.02392,106.43353,312.53,1.02,1.01,2025-08-09,1403,Terra,MODIS,78,6.1NRT,296.01,6.91,N
18.84485,105.36637,307.25,1,1,2025-08-09,1403,Terra,MODIS,71,6.1NRT,290.92,4.19,N
21.27185,106.64274,307.65,1.08,1.04,2025-08-09,1405,Terra,MODIS,66,6.1NRT,295.37,5.83,N
19.07357,105.15113,310.64,1,1,2025-08-09,1405,Terra,MODIS,81,6.1NRT,289.03,6.82,N
19.07977,105.13123,307.42,1,1,2025-08-09,1405,Terra,MODIS,71,6.1NRT,290.77,4.9,N
18.32103,105.63043,316.7,1.21,1.09,2025-08-10,0213,Terra,MODIS,66,6.1NRT,298.43,8.32,D
18.00881,105.8351,327.05,1.17,1.08,2025-08-10,0213,Terra,MODIS,80,6.1NRT,297.86,23.15,D
17.95888,106.28595,320.46,1.11,1.05,2025-08-10,0213,Terra,MODIS,73,6.1NRT,297.5,13.16,D
18.18327,105.68374,345.43,1.2,1.09,2025-08-10,0213,Terra,MODIS,93,6.1NRT,299.88,56.44,D
21.71048,106.87343,312.29,1.14,1.06,2025-08-10,0213,Terra,MODIS,58,6.1NRT,293.15,6.97,D
21.74882,106.94357,311.6,1.13,1.06,2025-08-10,0213,Terra,MODIS,55,6.1NRT,291.24,5.47,D
17.93133,106.20933,316.39,1.12,1.06,2025-08-10,0213,Terra,MODIS,66,6.1NRT,297.41,9.29,D
16.34341,107.43571,316.5,1.01,1,2025-08-10,0215,Terra,MODIS,70,6.1NRT,296.39,9.04,D
15.53108,108.21577,325.59,1,1,2025-08-10,0215,Terra,MODIS,81,6.1NRT,295.15,17.76,D
15.24315,108.65723,315.27,1.02,1.01,2025-08-10,0215,Terra,MODIS,70,6.1NRT,296.05,5.89,D
15.27093,108.52966,317.14,1.02,1.01,2025-08-10,0215,Terra,MODIS,59,6.1NRT,291.67,11.17,D
15.48278,108.40648,320.68,1.01,1,2025-08-10,0215,Terra,MODIS,58,6.1NRT,295.03,11.91,D
12.19164,109.09786,312.48,1.11,1.05,2025-08-10,0215,Terra,MODIS,70,6.1NRT,292.26,5.89,D
12.79769,109.30654,312.94,1.12,1.06,2025-08-10,0215,Terra,MODIS,43,6.1NRT,288.36,7.6,D
13.05157,108.78974,311.78,1.06,1.03,2025-08-10,0215,Terra,MODIS,64,6.1NRT,290.5,5.06,D
13.39978,108.99458,313.78,1.08,1.04,2025-08-10,0215,Terra,MODIS,69,6.1NRT,287.44,8.99,D
14.27911,109.04961,315.01,1.06,1.03,2025-08-10,0215,Terra,MODIS,48,6.1NRT,295.69,7.22,D
14.43849,108.91217,325.12,1.05,1.02,2025-08-10,0215,Terra,MODIS,61,6.1NRT,289.79,19.54,D
14.86073,108.74331,315.85,1.03,1.02,2025-08-10,0215,Terra,MODIS,72,6.1NRT,293.91,8.75,D
14.91751,108.61649,314.15,1.02,1.01,2025-08-10,0215,Terra,MODIS,69,6.1NRT,292.97,8.82,D
14.95691,108.71766,317.15,1.03,1.01,2025-08-10,0215,Terra,MODIS,73,6.1NRT,294.11,9.17,D
14.95828,108.70839,312.66,1.03,1.01,2025-08-10,0215,Terra,MODIS,62,6.1NRT,294.05,5.06,D
14.97132,108.68134,321.83,1.03,1.01,2025-08-10,0215,Terra,MODIS,78,6.1NRT,293.23,14.49,D
14.97178,108.8116,314.46,1.03,1.02,2025-08-10,0215,Terra,MODIS,67,6.1NRT,294.54,6.61,D
15.06948,108.45855,322.55,1.02,1.01,2025-08-10,0215,Terra,MODIS,79,6.1NRT,294.41,14.58,D
15.07082,108.44946,319.99,1.02,1.01,2025-08-10,0215,Terra,MODIS,76,6.1NRT,294.53,12.2,D
15.0783,108.45991,336.77,1.02,1.01,2025-08-10,0215,Terra,MODIS,89,6.1NRT,295.19,32.38,D
15.07507,108.73881,327.39,1.03,1.01,2025-08-10,0215,Terra,MODIS,83,6.1NRT,295.5,19.33,D
15.07646,108.72952,328.4,1.03,1.01,2025-08-10,0215,Terra,MODIS,83,6.1NRT,295.31,20.77,D
16.14964,107.70778,313.38,1,1,2025-08-10,0215,Terra,MODIS,59,6.1NRT,296.2,5.08,D
15.0793,108.7106,312.73,1.03,1.01,2025-08-10,0215,Terra,MODIS,62,6.1NRT,295.5,5.71,D
15.1039,108.54522,317.57,1.02,1.01,2025-08-10,0215,Terra,MODIS,73,6.1NRT,294.91,9.37,D
15.23837,108.62823,314.2,1.02,1.01,2025-08-10,0215,Terra,MODIS,59,6.1NRT,295.24,5.67,D
15.24179,108.66647,320.21,1.02,1.01,2025-08-10,0215,Terra,MODIS,76,6.1NRT,296.11,10.33,D
15.90015,108.07724,311.84,1,1,2025-08-10,0215,Terra,MODIS,60,6.1NRT,295.69,4.43,D
15.57675,108.14864,310.86,1,1,2025-08-10,0215,Terra,MODIS,60,6.1NRT,295.69,4.4,D
15.54118,108.20808,313.52,1,1,2025-08-10,0215,Terra,MODIS,50,6.1NRT,295.1,5.85,D
15.53986,108.21715,311.43,1,1,2025-08-10,0215,Terra,MODIS,26,6.1NRT,294.71,4.23,D
15.48411,108.39727,320.28,1.01,1,2025-08-10,0215,Terra,MODIS,72,6.1NRT,295.29,11.54,D
15.4944,108.52689,329.05,1.01,1.01,2025-08-10,0215,Terra,MODIS,83,6.1NRT,292.99,21.88,D
15.5324,108.20674,316.43,1,1,2025-08-10,0215,Terra,MODIS,57,6.1NRT,295.09,8.34,D
11.03351,107.17621,314.76,1,1,2025-08-10,0217,Terra,MODIS,31,6.1NRT,296.26,5.99,D
11.40267,106.09145,313.48,1.02,1.01,2025-08-10,0217,Terra,MODIS,60,6.1NRT,295.76,5.16,D
11.28505,107.49311,312.23,1.01,1,2025-08-10,0217,Terra,MODIS,56,6.1NRT,295.8,4.86,D
10.66512,106.67233,323.74,1,1,2025-08-10,0217,Terra,MODIS,67,6.1NRT,302.12,14.68,D
13.3865,109.141,326.02,2.39,1.49,2025-08-10,0657,Aqua,MODIS,81,6.1NRT,294.79,60.28,D
15.19944,108.78418,313.58,2.34,1.48,2025-08-10,0657,Aqua,MODIS,59,6.1NRT,290.59,15.19,D
13.68444,108.88917,318.78,2.47,1.51,2025-08-10,0657,Aqua,MODIS,73,6.1NRT,291.74,43.25,D
13.61161,108.77326,308,2.53,1.53,2025-08-10,0657,Aqua,MODIS,53,6.1NRT,286.41,17.58,D
13.38636,108.9872,322.39,2.46,1.51,2025-08-10,0657,Aqua,MODIS,68,6.1NRT,293.4,62.83,D
13.38269,109.11943,313.51,2.4,1.49,2025-08-10,0657,Aqua,MODIS,62,6.1NRT,294.79,18.28,D
12.98345,108.71776,313.29,2.63,1.56,2025-08-10,0657,Aqua,MODIS,36,6.1NRT,293.73,27.79,D
12.83324,108.94061,326.14,2.54,1.53,2025-08-10,0657,Aqua,MODIS,81,6.1NRT,294.17,70.99,D
12.83836,108.94434,333,2.54,1.53,2025-08-10,0657,Aqua,MODIS,82,6.1NRT,293.45,105.8,D
21.41615,107.74089,316.16,2.09,1.41,2025-08-10,0659,Aqua,MODIS,0,6.1NRT,295.89,20.9,D
20.92574,106.26606,315.25,2.4,1.49,2025-08-11,0251,Terra,MODIS,32,6.1NRT,294.12,25.26,D
20.9433,106.0239,314.89,2.29,1.47,2025-08-11,0251,Terra,MODIS,62,6.1NRT,292.85,23.05,D
19.30222,105.73013,311.21,2.36,1.48,2025-08-11,0253,Terra,MODIS,60,6.1NRT,290.78,15.98,D
15.41926,108.56512,311.58,4.71,1.99,2025-08-11,0253,Terra,MODIS,67,6.1NRT,288.25,57.56,D
15.42108,108.5705,310.68,4.71,1.99,2025-08-11,0253,Terra,MODIS,41,6.1NRT,288.22,51.14,D
18.45328,105.3035,309.15,2.28,1.46,2025-08-11,0253,Terra,MODIS,40,6.1NRT,290.41,12.72,D
19.09545,104.82029,310.84,2.03,1.39,2025-08-11,0253,Terra,MODIS,66,6.1NRT,289.77,15.18,D
19.17505,105.41019,317.04,2.24,1.45,2025-08-11,0253,Terra,MODIS,74,6.1NRT,292.15,30.89,D
19.17866,105.39023,317.92,2.23,1.45,2025-08-11,0253,Terra,MODIS,75,6.1NRT,293.18,31.79,D
10.75146,105.65504,320.13,1.04,1.02,2025-08-11,0735,Aqua,MODIS,74,6.1NRT,291.2,11.74,D
10.64682,105.08887,314.24,1.09,1.04,2025-08-11,0735,Aqua,MODIS,44,6.1NRT,290.5,7.71,D
10.74642,105.99888,321.02,1.02,1.01,2025-08-11,0735,Aqua,MODIS,72,6.1NRT,286.07,14.83,D
10.66915,105.91444,309.06,1.03,1.01,2025-08-11,0735,Aqua,MODIS,22,6.1NRT,279.49,4.94,D
18.78034,105.14713,314.52,1,1,2025-08-11,0737,Aqua,MODIS,64,6.1NRT,296.76,5.57,D
18.78168,105.15631,320.49,1,1,2025-08-11,0737,Aqua,MODIS,74,6.1NRT,296.6,10.95,D
17.88906,106.00793,321.59,1.01,1.01,2025-08-11,0737,Aqua,MODIS,72,6.1NRT,294.62,12,D
17.3364,106.20708,323.23,1.02,1.01,2025-08-11,0737,Aqua,MODIS,77,6.1NRT,294.86,15.01,D
17.32759,106.20848,337.63,1.02,1.01,2025-08-11,0737,Aqua,MODIS,88,6.1NRT,295.61,32.96,D
15.69584,108.13712,313.93,1.15,1.07,2025-08-11,0737,Aqua,MODIS,54,6.1NRT,295.3,6.29,D
15.51921,108.00029,317.52,1.13,1.06,2025-08-11,0737,Aqua,MODIS,69,6.1NRT,296.27,10,D
14.75851,108.68703,315.3,1.2,1.09,2025-08-11,0737,Aqua,MODIS,58,6.1NRT,295.63,7.73,D
14.63858,108.92266,311.66,1.24,1.1,2025-08-11,0737,Aqua,MODIS,44,6.1NRT,289.85,6.98,D
19.55335,105.17277,314.37,1,1,2025-08-11,0737,Aqua,MODIS,54,6.1NRT,297.29,5.07,D
19.28808,105.64912,319.81,1.01,1.01,2025-08-11,0737,Aqua,MODIS,0,6.1NRT,298.98,10.32,D
